test_num,pinned_thread,thread1,thread2,thread1_rep_1_wins,thread1_rep_2_wins,thread1_rep_3_wins,thread2_rep_1_wins,thread2_rep_2_wins,thread2_rep_3_wins,thread1_total_wins,thread2_total_wins,total
13,27,14,30,502,499,501,498,501,499,1502,1498,3000
13,28,14,30,500,500,501,500,500,499,1501,1499,3000
13,29,14,30,502,500,500,498,500,500,1502,1498,3000
13,30,14,30,500,501,502,500,499,498,1503,1497,3000
13,31,14,30,500,502,500,500,498,500,1502,1498,3000
13,0,15,31,499,503,501,501,497,499,1503,1497,3000
13,1,15,31,500,501,494,500,499,506,1495,1505,3000
13,2,15,31,502,506,502,498,494,498,1510,1490,3000
13,3,15,31,495,504,499,505,496,501,1498,1502,3000
13,4,15,31,503,498,498,497,502,502,1499,1501,3000
13,5,15,31,502,501,499,498,499,501,1502,1498,3000
13,6,15,31,499,501,503,501,499,497,1503,1497,3000
13,7,15,31,502,501,498,498,499,502,1501,1499,3000
13,8,15,31,501,500,502,499,500,498,1503,1497,3000
13,9,15,31,500,500,499,500,500,501,1499,1501,3000
13,10,15,31,502,499,499,498,501,501,1500,1500,3000
13,11,15,31,501,502,500,499,498,500,1503,1497,3000
13,12,15,31,500,501,500,500,499,500,1501,1499,3000
13,13,15,31,500,500,498,500,500,502,1498,1502,3000
13,14,15,31,500,500,501,500,500,499,1501,1499,3000
13,15,15,31,500,501,500,500,499,500,1501,1499,3000
13,16,15,31,503,503,499,497,497,501,1505,1495,3000
13,17,15,31,503,503,503,497,497,497,1509,1491,3000
13,18,15,31,499,500,500,501,500,500,1499,1501,3000
13,19,15,31,502,505,505,498,495,495,1512,1488,3000
13,20,15,31,501,495,499,499,505,501,1495,1505,3000
13,21,15,31,505,504,499,495,496,501,1508,1492,3000
13,22,15,31,498,502,502,502,498,498,1502,1498,3000
13,23,15,31,502,500,501,498,500,499,1503,1497,3000
13,24,15,31,500,500,498,500,500,502,1498,1502,3000
13,25,15,31,502,499,500,498,501,500,1501,1499,3000
13,26,15,31,499,500,503,501,500,497,1502,1498,3000
13,27,15,31,501,500,501,499,500,499,1502,1498,3000
13,28,15,31,501,499,501,499,501,499,1501,1499,3000
13,29,15,31,501,501,501,499,499,499,1503,1497,3000
13,30,15,31,502,503,498,498,497,502,1503,1497,3000
13,31,15,31,499,500,665,501,500,335,1664,1336,3000
14,0,0,16,500,500,502,500,500,498,1502,1498,3000
14,1,0,16,500,501,498,500,499,502,1499,1501,3000
14,2,0,16,500,499,500,500,501,500,1499,1501,3000
14,3,0,16,501,501,500,499,499,500,1502,1498,3000
14,4,0,16,502,501,503,498,499,497,1506,1494,3000
14,5,0,16,501,500,500,499,500,500,1501,1499,3000
14,6,0,16,500,500,500,500,500,500,1500,1500,3000
14,7,0,16,499,500,503,501,500,497,1502,1498,3000
14,8,0,16,504,501,506,496,499,494,1511,1489,3000
14,9,0,16,503,501,498,497,499,502,1502,1498,3000
14,10,0,16,506,498,501,494,502,499,1505,1495,3000
14,11,0,16,503,499,500,497,501,500,1502,1498,3000
14,12,0,16,503,499,498,497,501,502,1500,1500,3000
14,13,0,16,495,499,502,505,501,498,1496,1504,3000
14,14,0,16,502,499,500,498,501,500,1501,1499,3000
14,15,0,16,500,493,500,500,507,500,1493,1507,3000
14,16,0,16,532,500,500,468,500,500,1532,1468,3000
14,17,0,16,502,499,499,498,501,501,1500,1500,3000
14,18,0,16,498,499,500,502,501,500,1497,1503,3000
14,19,0,16,501,501,500,499,499,500,1502,1498,3000
14,20,0,16,501,499,500,499,501,500,1500,1500,3000
14,21,0,16,500,501,500,500,499,500,1501,1499,3000
14,22,0,16,502,501,502,498,499,498,1505,1495,3000
14,23,0,16,500,499,503,500,501,497,1502,1498,3000
14,24,0,16,500,500,500,500,500,500,1500,1500,3000
14,25,0,16,500,503,503,500,497,497,1506,1494,3000
14,26,0,16,501,507,503,499,493,497,1511,1489,3000
14,27,0,16,496,494,501,504,506,499,1491,1509,3000
14,28,0,16,505,501,497,495,499,503,1503,1497,3000
14,29,0,16,498,505,515,502,495,485,1518,1482,3000
14,30,0,16,500,500,500,500,500,500,1500,1500,3000
14,31,0,16,500,496,502,500,504,498,1498,1502,3000
14,0,1,17,496,501,500,504,499,500,1497,1503,3000
14,1,1,17,499,437,501,501,563,499,1437,1563,3000
14,2,1,17,501,499,499,499,501,501,1499,1501,3000
14,3,1,17,499,501,500,501,499,500,1500,1500,3000
14,4,1,17,502,499,500,498,501,500,1501,1499,3000
14,5,1,17,500,499,501,500,501,499,1500,1500,3000
14,6,1,17,499,502,501,501,498,499,1502,1498,3000
14,7,1,17,502,501,501,498,499,499,1504,1496,3000
14,8,1,17,496,498,499,504,502,501,1493,1507,3000
14,9,1,17,509,492,496,491,508,504,1497,1503,3000
14,10,1,17,501,500,513,499,500,487,1514,1486,3000
14,11,1,17,504,502,504,496,498,496,1510,1490,3000
14,12,1,17,495,504,503,505,496,497,1502,1498,3000
14,13,1,17,498,499,499,502,501,501,1496,1504,3000
14,14,1,17,504,502,499,496,498,501,1505,1495,3000
14,15,1,17,501,500,502,499,500,498,1503,1497,3000
14,16,1,17,500,500,498,500,500,502,1498,1502,3000
14,17,1,17,499,500,501,501,500,499,1500,1500,3000
14,18,1,17,497,501,499,503,499,501,1497,1503,3000
14,19,1,17,500,499,500,500,501,500,1499,1501,3000
14,20,1,17,501,500,500,499,500,500,1501,1499,3000
14,21,1,17,501,500,499,499,500,501,1500,1500,3000
14,22,1,17,504,502,502,496,498,498,1508,1492,3000
14,23,1,17,500,500,500,500,500,500,1500,1500,3000
14,24,1,17,503,502,503,497,498,497,1508,1492,3000
14,25,1,17,502,497,503,498,503,497,1502,1498,3000
14,26,1,17,501,494,500,499,506,500,1495,1505,3000
14,27,1,17,506,501,499,494,499,501,1506,1494,3000
14,28,1,17,503,506,501,497,494,499,1510,1490,3000
14,29,1,17,502,500,499,498,500,501,1501,1499,3000
14,30,1,17,510,504,498,490,496,502,1512,1488,3000
14,31,1,17,502,500,499,498,500,501,1501,1499,3000
14,0,2,18,501,502,497,499,498,503,1500,1500,3000
14,1,2,18,501,500,499,499,500,501,1500,1500,3000
14,2,2,18,498,500,501,502,500,499,1499,1501,3000
14,3,2,18,502,501,500,498,499,500,1503,1497,3000
14,4,2,18,500,500,500,500,500,500,1500,1500,3000
14,5,2,18,500,502,500,500,498,500,1502,1498,3000
14,6,2,18,500,501,500,500,499,500,1501,1499,3000
14,7,2,18,501,500,501,499,500,499,1502,1498,3000
14,8,2,18,500,503,499,500,497,501,1502,1498,3000
14,9,2,18,508,497,507,492,503,493,1512,1488,3000
14,10,2,18,500,495,499,500,505,501,1494,1506,3000
14,11,2,18,502,504,498,498,496,502,1504,1496,3000
14,12,2,18,499,502,501,501,498,499,1502,1498,3000
14,13,2,18,495,496,501,505,504,499,1492,1508,3000
14,14,2,18,515,506,493,485,494,507,1514,1486,3000
14,15,2,18,501,502,500,499,498,500,1503,1497,3000
14,16,2,18,499,498,505,501,502,495,1502,1498,3000
14,17,2,18,501,501,499,499,499,501,1501,1499,3000
14,18,2,18,501,501,500,499,499,500,1502,1498,3000
14,19,2,18,498,500,500,502,500,500,1498,1502,3000
14,20,2,18,500,500,499,500,500,501,1499,1501,3000
14,21,2,18,500,501,500,500,499,500,1501,1499,3000
14,22,2,18,501,501,499,499,499,501,1501,1499,3000
14,23,2,18,499,498,501,501,502,499,1498,1502,3000
14,24,2,18,501,499,504,499,501,496,1504,1496,3000
14,25,2,18,504,499,502,496,501,498,1505,1495,3000
14,26,2,18,504,501,499,496,499,501,1504,1496,3000
14,27,2,18,512,506,499,488,494,501,1517,1483,3000
14,28,2,18,502,500,501,498,500,499,1503,1497,3000
14,29,2,18,503,500,505,497,500,495,1508,1492,3000
14,30,2,18,498,506,501,502,494,499,1505,1495,3000
14,31,2,18,502,504,498,498,496,502,1504,1496,3000
14,0,3,19,501,502,501,499,498,499,1504,1496,3000
14,1,3,19,500,499,501,500,501,499,1500,1500,3000
14,2,3,19,501,501,501,499,499,499,1503,1497,3000
14,3,3,19,499,490,501,501,510,499,1490,1510,3000
14,4,3,19,501,500,502,499,500,498,1503,1497,3000
14,5,3,19,498,502,504,502,498,496,1504,1496,3000
14,6,3,19,501,500,502,499,500,498,1503,1497,3000
14,7,3,19,500,500,501,500,500,499,1501,1499,3000
14,8,3,19,499,500,499,501,500,501,1498,1502,3000
14,9,3,19,491,500,500,509,500,500,1491,1509,3000
14,10,3,19,499,491,501,501,509,499,1491,1509,3000
14,11,3,19,492,495,493,508,505,507,1480,1520,3000
14,12,3,19,499,499,502,501,501,498,1500,1500,3000
14,13,3,19,497,501,503,503,499,497,1501,1499,3000
14,14,3,19,507,500,500,493,500,500,1507,1493,3000
14,15,3,19,500,493,501,500,507,499,1494,1506,3000
14,16,3,19,500,498,500,500,502,500,1498,1502,3000
14,17,3,19,501,501,500,499,499,500,1502,1498,3000
14,18,3,19,499,499,501,501,501,499,1499,1501,3000
14,19,3,19,500,501,993,500,499,7,1994,1006,3000
14,20,3,19,500,500,501,500,500,499,1501,1499,3000
14,21,3,19,501,500,503,499,500,497,1504,1496,3000
14,22,3,19,501,500,500,499,500,500,1501,1499,3000
14,23,3,19,500,498,502,500,502,498,1500,1500,3000
14,24,3,19,506,503,499,494,497,501,1508,1492,3000
14,25,3,19,498,505,500,502,495,500,1503,1497,3000
14,26,3,19,501,499,503,499,501,497,1503,1497,3000
14,27,3,19,495,494,502,505,506,498,1491,1509,3000
14,28,3,19,502,503,502,498,497,498,1507,1493,3000
14,29,3,19,501,500,501,499,500,499,1502,1498,3000
14,30,3,19,499,499,501,501,501,499,1499,1501,3000
14,31,3,19,496,500,502,504,500,498,1498,1502,3000
14,0,4,20,502,501,501,498,499,499,1504,1496,3000
14,1,4,20,501,501,501,499,499,499,1503,1497,3000
14,2,4,20,503,499,499,497,501,501,1501,1499,3000
14,3,4,20,502,500,501,498,500,499,1503,1497,3000
14,4,4,20,501,43,53,499,957,947,597,2403,3000
14,5,4,20,500,500,502,500,500,498,1502,1498,3000
14,6,4,20,499,502,500,501,498,500,1501,1499,3000
14,7,4,20,500,501,501,500,499,499,1502,1498,3000
14,8,4,20,503,499,498,497,501,502,1500,1500,3000
14,9,4,20,502,503,499,498,497,501,1504,1496,3000
14,10,4,20,498,495,502,502,505,498,1495,1505,3000
14,11,4,20,506,507,500,494,493,500,1513,1487,3000
14,12,4,20,502,504,500,498,496,500,1506,1494,3000
14,13,4,20,499,506,502,501,494,498,1507,1493,3000
14,14,4,20,500,499,498,500,501,502,1497,1503,3000
14,15,4,20,500,501,498,500,499,502,1499,1501,3000
14,16,4,20,501,501,500,499,499,500,1502,1498,3000
14,17,4,20,500,500,500,500,500,500,1500,1500,3000
14,18,4,20,498,501,500,502,499,500,1499,1501,3000
14,19,4,20,500,500,502,500,500,498,1502,1498,3000
14,20,4,20,499,499,500,501,501,500,1498,1502,3000
14,21,4,20,501,500,501,499,500,499,1502,1498,3000
14,22,4,20,500,500,502,500,500,498,1502,1498,3000
14,23,4,20,499,498,501,501,502,499,1498,1502,3000
14,24,4,20,500,502,500,500,498,500,1502,1498,3000
14,25,4,20,493,510,500,507,490,500,1503,1497,3000
14,26,4,20,503,502,500,497,498,500,1505,1495,3000
14,27,4,20,502,499,507,498,501,493,1508,1492,3000
14,28,4,20,504,496,508,496,504,492,1508,1492,3000
14,29,4,20,503,501,497,497,499,503,1501,1499,3000
14,30,4,20,500,499,501,500,501,499,1500,1500,3000
14,31,4,20,501,491,500,499,509,500,1492,1508,3000
14,0,5,21,501,502,501,499,498,499,1504,1496,3000
14,1,5,21,500,501,498,500,499,502,1499,1501,3000
14,2,5,21,501,503,501,499,497,499,1505,1495,3000
14,3,5,21,502,500,501,498,500,499,1503,1497,3000
14,4,5,21,501,500,502,499,500,498,1503,1497,3000
14,5,5,21,503,500,24,497,500,976,1027,1973,3000
14,6,5,21,501,500,499,499,500,501,1500,1500,3000
14,7,5,21,500,499,501,500,501,499,1500,1500,3000
14,8,5,21,496,503,497,504,497,503,1496,1504,3000
14,9,5,21,500,498,504,500,502,496,1502,1498,3000
14,10,5,21,503,498,499,497,502,501,1500,1500,3000
14,11,5,21,500,498,503,500,502,497,1501,1499,3000
14,12,5,21,504,503,501,496,497,499,1508,1492,3000
14,13,5,21,496,502,501,504,498,499,1499,1501,3000
14,14,5,21,497,497,498,503,503,502,1492,1508,3000
14,15,5,21,496,494,495,504,506,505,1485,1515,3000
14,16,5,21,501,499,500,499,501,500,1500,1500,3000
14,17,5,21,500,502,499,500,498,501,1501,1499,3000
14,18,5,21,501,501,500,499,499,500,1502,1498,3000
14,19,5,21,501,501,501,499,499,499,1503,1497,3000
14,20,5,21,500,499,502,500,501,498,1501,1499,3000
14,21,5,21,628,499,500,372,501,500,1627,1373,3000
14,22,5,21,499,502,501,501,498,499,1502,1498,3000
14,23,5,21,501,503,501,499,497,499,1505,1495,3000
14,24,5,21,501,500,501,499,500,499,1502,1498,3000
14,25,5,21,507,498,500,493,502,500,1505,1495,3000
14,26,5,21,495,500,504,505,500,496,1499,1501,3000
14,27,5,21,501,499,505,499,501,495,1505,1495,3000
14,28,5,21,501,501,511,499,499,489,1513,1487,3000
14,29,5,21,499,499,498,501,501,502,1496,1504,3000
14,30,5,21,498,502,500,502,498,500,1500,1500,3000
14,31,5,21,493,502,510,507,498,490,1505,1495,3000
14,0,6,22,500,496,500,500,504,500,1496,1504,3000
14,1,6,22,500,501,503,500,499,497,1504,1496,3000
14,2,6,22,501,501,501,499,499,499,1503,1497,3000
14,3,6,22,500,500,500,500,500,500,1500,1500,3000
14,4,6,22,500,501,500,500,499,500,1501,1499,3000
14,5,6,22,500,501,501,500,499,499,1502,1498,3000
14,6,6,22,447,500,501,553,500,499,1448,1552,3000
14,7,6,22,500,500,503,500,500,497,1503,1497,3000
14,8,6,22,500,499,503,500,501,497,1502,1498,3000
14,9,6,22,500,500,498,500,500,502,1498,1502,3000
14,10,6,22,499,503,498,501,497,502,1500,1500,3000
14,11,6,22,504,499,501,496,501,499,1504,1496,3000
14,12,6,22,502,501,502,498,499,498,1505,1495,3000
14,13,6,22,500,496,505,500,504,495,1501,1499,3000
14,14,6,22,501,499,497,499,501,503,1497,1503,3000
14,15,6,22,502,501,500,498,499,500,1503,1497,3000
14,16,6,22,499,501,500,501,499,500,1500,1500,3000
14,17,6,22,502,500,500,498,500,500,1502,1498,3000
14,18,6,22,500,500,501,500,500,499,1501,1499,3000
14,19,6,22,499,500,498,501,500,502,1497,1503,3000
14,20,6,22,499,500,502,501,500,498,1501,1499,3000
14,21,6,22,500,500,501,500,500,499,1501,1499,3000
14,22,6,22,611,500,728,389,500,272,1839,1161,3000
14,23,6,22,500,500,499,500,500,501,1499,1501,3000
14,24,6,22,499,501,496,501,499,504,1496,1504,3000
14,25,6,22,503,497,501,497,503,499,1501,1499,3000
14,26,6,22,500,502,498,500,498,502,1500,1500,3000
14,27,6,22,502,499,497,498,501,503,1498,1502,3000
14,28,6,22,499,500,502,501,500,498,1501,1499,3000
14,29,6,22,497,499,501,503,501,499,1497,1503,3000
14,30,6,22,516,510,501,484,490,499,1527,1473,3000
14,31,6,22,502,499,500,498,501,500,1501,1499,3000
14,0,7,23,501,496,500,499,504,500,1497,1503,3000
14,1,7,23,501,500,499,499,500,501,1500,1500,3000
14,2,7,23,502,501,500,498,499,500,1503,1497,3000
14,3,7,23,499,501,501,501,499,499,1501,1499,3000
14,4,7,23,501,502,500,499,498,500,1503,1497,3000
14,5,7,23,500,499,501,500,501,499,1500,1500,3000
14,6,7,23,496,503,500,504,497,500,1499,1501,3000
14,7,7,23,501,500,499,499,500,501,1500,1500,3000
14,8,7,23,504,502,499,496,498,501,1505,1495,3000
14,9,7,23,502,504,499,498,496,501,1505,1495,3000
14,10,7,23,509,504,509,491,496,491,1522,1478,3000
14,11,7,23,501,512,495,499,488,505,1508,1492,3000
14,12,7,23,501,498,501,499,502,499,1500,1500,3000
14,13,7,23,499,498,501,501,502,499,1498,1502,3000
14,14,7,23,502,499,501,498,501,499,1502,1498,3000
14,15,7,23,502,501,511,498,499,489,1514,1486,3000
14,16,7,23,499,501,499,501,499,501,1499,1501,3000
14,17,7,23,501,500,502,499,500,498,1503,1497,3000
14,18,7,23,500,501,499,500,499,501,1500,1500,3000
14,19,7,23,500,499,499,500,501,501,1498,1502,3000
14,20,7,23,503,500,500,497,500,500,1503,1497,3000
14,21,7,23,501,501,500,499,499,500,1502,1498,3000
14,22,7,23,500,502,502,500,498,498,1504,1496,3000
14,23,7,23,501,499,607,499,501,393,1607,1393,3000
14,24,7,23,500,502,498,500,498,502,1500,1500,3000
14,25,7,23,506,505,501,494,495,499,1512,1488,3000
14,26,7,23,502,498,500,498,502,500,1500,1500,3000
14,27,7,23,499,501,504,501,499,496,1504,1496,3000
14,28,7,23,502,501,500,498,499,500,1503,1497,3000
14,29,7,23,505,499,503,495,501,497,1507,1493,3000
14,30,7,23,498,501,499,502,499,501,1498,1502,3000
14,31,7,23,502,497,503,498,503,497,1502,1498,3000
14,0,8,24,490,491,506,510,509,494,1487,1513,3000
14,1,8,24,501,498,502,499,502,498,1501,1499,3000
14,2,8,24,504,499,501,496,501,499,1504,1496,3000
14,3,8,24,501,499,501,499,501,499,1501,1499,3000
14,4,8,24,502,504,504,498,496,496,1510,1490,3000
14,5,8,24,497,503,503,503,497,497,1503,1497,3000
14,6,8,24,497,497,502,503,503,498,1496,1504,3000
14,7,8,24,503,498,499,497,502,501,1500,1500,3000
14,8,8,24,500,500,501,500,500,499,1501,1499,3000
14,9,8,24,498,501,502,502,499,498,1501,1499,3000
14,10,8,24,502,500,499,498,500,501,1501,1499,3000
14,11,8,24,501,501,499,499,499,501,1501,1499,3000
14,12,8,24,500,501,501,500,499,499,1502,1498,3000
14,13,8,24,502,503,500,498,497,500,1505,1495,3000
14,14,8,24,500,502,501,500,498,499,1503,1497,3000
14,15,8,24,503,501,501,497,499,499,1505,1495,3000
14,16,8,24,500,499,502,500,501,498,1501,1499,3000
14,17,8,24,503,501,500,497,499,500,1504,1496,3000
14,18,8,24,499,497,504,501,503,496,1500,1500,3000
14,19,8,24,503,496,502,497,504,498,1501,1499,3000
14,20,8,24,499,502,502,501,498,498,1503,1497,3000
14,21,8,24,498,502,499,502,498,501,1499,1501,3000
14,22,8,24,501,502,502,499,498,498,1505,1495,3000
14,23,8,24,498,502,505,502,498,495,1505,1495,3000
14,24,8,24,502,500,501,498,500,499,1503,1497,3000
14,25,8,24,500,498,501,500,502,499,1499,1501,3000
14,26,8,24,501,503,498,499,497,502,1502,1498,3000
14,27,8,24,500,501,500,500,499,500,1501,1499,3000
14,28,8,24,501,503,500,499,497,500,1504,1496,3000
14,29,8,24,502,499,500,498,501,500,1501,1499,3000
14,30,8,24,501,501,500,499,499,500,1502,1498,3000
14,31,8,24,501,500,500,499,500,500,1501,1499,3000
14,0,9,25,494,503,501,506,497,499,1498,1502,3000
14,1,9,25,507,503,496,493,497,504,1506,1494,3000
14,2,9,25,500,502,507,500,498,493,1509,1491,3000
14,3,9,25,499,496,499,501,504,501,1494,1506,3000
14,4,9,25,500,500,498,500,500,502,1498,1502,3000
14,5,9,25,499,503,502,501,497,498,1504,1496,3000
14,6,9,25,500,501,498,500,499,502,1499,1501,3000
14,7,9,25,500,500,499,500,500,501,1499,1501,3000
14,8,9,25,500,502,499,500,498,501,1501,1499,3000
14,9,9,25,500,500,117,500,500,883,1117,1883,3000
14,10,9,25,502,501,499,498,499,501,1502,1498,3000
14,11,9,25,501,499,501,499,501,499,1501,1499,3000
14,12,9,25,500,503,501,500,497,499,1504,1496,3000
14,13,9,25,501,499,501,499,501,499,1501,1499,3000
14,14,9,25,500,501,501,500,499,499,1502,1498,3000
14,15,9,25,500,502,498,500,498,502,1500,1500,3000
14,16,9,25,503,499,498,497,501,502,1500,1500,3000
14,17,9,25,502,501,505,498,499,495,1508,1492,3000
14,18,9,25,505,500,494,495,500,506,1499,1501,3000
14,19,9,25,501,508,502,499,492,498,1511,1489,3000
14,20,9,25,495,501,499,505,499,501,1495,1505,3000
14,21,9,25,498,500,502,502,500,498,1500,1500,3000
14,22,9,25,499,508,498,501,492,502,1505,1495,3000
14,23,9,25,504,513,503,496,487,497,1520,1480,3000
14,24,9,25,500,502,500,500,498,500,1502,1498,3000
14,25,9,25,748,500,547,252,500,453,1795,1205,3000
14,26,9,25,501,503,501,499,497,499,1505,1495,3000
14,27,9,25,501,503,501,499,497,499,1505,1495,3000
14,28,9,25,500,499,501,500,501,499,1500,1500,3000
14,29,9,25,499,500,501,501,500,499,1500,1500,3000
14,30,9,25,502,498,501,498,502,499,1501,1499,3000
14,31,9,25,502,500,500,498,500,500,1502,1498,3000
14,0,10,26,496,500,501,504,500,499,1497,1503,3000
14,1,10,26,501,500,500,499,500,500,1501,1499,3000
14,2,10,26,502,501,500,498,499,500,1503,1497,3000
14,3,10,26,499,503,502,501,497,498,1504,1496,3000
14,4,10,26,501,504,500,499,496,500,1505,1495,3000
14,5,10,26,502,503,496,498,497,504,1501,1499,3000
14,6,10,26,500,501,500,500,499,500,1501,1499,3000
14,7,10,26,499,501,497,501,499,503,1497,1503,3000
14,8,10,26,502,500,499,498,500,501,1501,1499,3000
14,9,10,26,501,502,501,499,498,499,1504,1496,3000
14,10,10,26,500,500,370,500,500,630,1370,1630,3000
14,11,10,26,502,500,499,498,500,501,1501,1499,3000
14,12,10,26,501,500,502,499,500,498,1503,1497,3000
14,13,10,26,500,501,500,500,499,500,1501,1499,3000
14,14,10,26,500,501,500,500,499,500,1501,1499,3000
14,15,10,26,503,502,503,497,498,497,1508,1492,3000
14,16,10,26,499,497,500,501,503,500,1496,1504,3000
14,17,10,26,499,502,501,501,498,499,1502,1498,3000
14,18,10,26,500,509,497,500,491,503,1506,1494,3000
14,19,10,26,502,501,499,498,499,501,1502,1498,3000
14,20,10,26,502,497,498,498,503,502,1497,1503,3000
14,21,10,26,506,500,501,494,500,499,1507,1493,3000
14,22,10,26,504,501,505,496,499,495,1510,1490,3000
14,23,10,26,504,511,494,496,489,506,1509,1491,3000
14,24,10,26,500,501,498,500,499,502,1499,1501,3000
14,25,10,26,503,500,500,497,500,500,1503,1497,3000
14,26,10,26,500,530,501,500,470,499,1531,1469,3000
14,27,10,26,499,498,500,501,502,500,1497,1503,3000
14,28,10,26,500,500,500,500,500,500,1500,1500,3000
14,29,10,26,499,501,501,501,499,499,1501,1499,3000
14,30,10,26,499,498,499,501,502,501,1496,1504,3000
14,31,10,26,499,500,502,501,500,498,1501,1499,3000
14,0,11,27,500,502,501,500,498,499,1503,1497,3000
14,1,11,27,503,500,494,497,500,506,1497,1503,3000
14,2,11,27,501,503,502,499,497,498,1506,1494,3000
14,3,11,27,503,502,498,497,498,502,1503,1497,3000
14,4,11,27,501,502,499,499,498,501,1502,1498,3000
14,5,11,27,498,500,498,502,500,502,1496,1504,3000
14,6,11,27,504,498,500,496,502,500,1502,1498,3000
14,7,11,27,499,500,500,501,500,500,1499,1501,3000
14,8,11,27,500,502,501,500,498,499,1503,1497,3000
14,9,11,27,499,503,500,501,497,500,1502,1498,3000
14,10,11,27,500,502,500,500,498,500,1502,1498,3000
14,11,11,27,500,502,501,500,498,499,1503,1497,3000
14,12,11,27,502,499,503,498,501,497,1504,1496,3000
14,13,11,27,503,502,500,497,498,500,1505,1495,3000
14,14,11,27,503,501,500,497,499,500,1504,1496,3000
14,15,11,27,500,499,500,500,501,500,1499,1501,3000
14,16,11,27,503,500,501,497,500,499,1504,1496,3000
14,17,11,27,501,498,498,499,502,502,1497,1503,3000
14,18,11,27,500,507,500,500,493,500,1507,1493,3000
14,19,11,27,497,502,490,503,498,510,1489,1511,3000
14,20,11,27,499,506,500,501,494,500,1505,1495,3000
14,21,11,27,502,501,499,498,499,501,1502,1498,3000
14,22,11,27,503,497,501,497,503,499,1501,1499,3000
14,23,11,27,502,500,501,498,500,499,1503,1497,3000
14,24,11,27,501,501,499,499,499,501,1501,1499,3000
14,25,11,27,501,503,499,499,497,501,1503,1497,3000
14,26,11,27,502,501,503,498,499,497,1506,1494,3000
14,27,11,27,504,514,937,496,486,63,1955,1045,3000
14,28,11,27,499,502,502,501,498,498,1503,1497,3000
14,29,11,27,499,501,500,501,499,500,1500,1500,3000
14,30,11,27,500,502,501,500,498,499,1503,1497,3000
14,31,11,27,502,503,501,498,497,499,1506,1494,3000
14,0,12,28,501,500,502,499,500,498,1503,1497,3000
14,1,12,28,505,504,501,495,496,499,1510,1490,3000
14,2,12,28,501,500,501,499,500,499,1502,1498,3000
14,3,12,28,508,497,497,492,503,503,1502,1498,3000
14,4,12,28,498,501,504,502,499,496,1503,1497,3000
14,5,12,28,507,496,497,493,504,503,1500,1500,3000
14,6,12,28,504,501,503,496,499,497,1508,1492,3000
14,7,12,28,501,501,493,499,499,507,1495,1505,3000
14,8,12,28,501,502,500,499,498,500,1503,1497,3000
14,9,12,28,497,498,500,503,502,500,1495,1505,3000
14,10,12,28,503,501,501,497,499,499,1505,1495,3000
14,11,12,28,500,502,499,500,498,501,1501,1499,3000
14,12,12,28,480,500,500,520,500,500,1480,1520,3000
14,13,12,28,498,502,499,502,498,501,1499,1501,3000
14,14,12,28,500,501,501,500,499,499,1502,1498,3000
14,15,12,28,499,500,501,501,500,499,1500,1500,3000
14,16,12,28,501,502,502,499,498,498,1505,1495,3000
14,17,12,28,503,495,502,497,505,498,1500,1500,3000
14,18,12,28,502,506,501,498,494,499,1509,1491,3000
14,19,12,28,500,502,502,500,498,498,1504,1496,3000
14,20,12,28,497,500,502,503,500,498,1499,1501,3000
14,21,12,28,503,500,500,497,500,500,1503,1497,3000
14,22,12,28,496,501,484,504,499,516,1481,1519,3000
14,23,12,28,501,502,500,499,498,500,1503,1497,3000
14,24,12,28,501,501,501,499,499,499,1503,1497,3000
14,25,12,28,500,500,501,500,500,499,1501,1499,3000
14,26,12,28,498,501,502,502,499,498,1501,1499,3000
14,27,12,28,500,501,501,500,499,499,1502,1498,3000
14,28,12,28,499,500,501,501,500,499,1500,1500,3000
14,29,12,28,501,500,501,499,500,499,1502,1498,3000
14,30,12,28,500,499,501,500,501,499,1500,1500,3000
14,31,12,28,501,499,502,499,501,498,1502,1498,3000
14,0,13,29,502,501,499,498,499,501,1502,1498,3000
14,1,13,29,503,499,501,497,501,499,1503,1497,3000
14,2,13,29,499,506,502,501,494,498,1507,1493,3000
14,3,13,29,502,504,494,498,496,506,1500,1500,3000
14,4,13,29,502,494,501,498,506,499,1497,1503,3000
14,5,13,29,501,500,500,499,500,500,1501,1499,3000
14,6,13,29,501,503,510,499,497,490,1514,1486,3000
14,7,13,29,495,502,501,505,498,499,1498,1502,3000
14,8,13,29,501,502,501,499,498,499,1504,1496,3000
14,9,13,29,501,500,499,499,500,501,1500,1500,3000
14,10,13,29,501,499,502,499,501,498,1502,1498,3000
14,11,13,29,503,500,500,497,500,500,1503,1497,3000
14,12,13,29,500,500,500,500,500,500,1500,1500,3000
14,13,13,29,501,501,501,499,499,499,1503,1497,3000
14,14,13,29,501,500,501,499,500,499,1502,1498,3000
14,15,13,29,500,501,500,500,499,500,1501,1499,3000
14,16,13,29,502,501,514,498,499,486,1517,1483,3000
14,17,13,29,500,498,502,500,502,498,1500,1500,3000
14,18,13,29,496,494,502,504,506,498,1492,1508,3000
14,19,13,29,499,503,501,501,497,499,1503,1497,3000
14,20,13,29,503,501,496,497,499,504,1500,1500,3000
14,21,13,29,509,506,500,491,494,500,1515,1485,3000
14,22,13,29,496,502,501,504,498,499,1499,1501,3000
14,23,13,29,503,502,500,497,498,500,1505,1495,3000
14,24,13,29,501,501,498,499,499,502,1500,1500,3000
