test0,test0_from_core,test0_to_core,test0_avg_latency,test1,test1_from_core,test1_to_core,test1_avg_latency
14,1,6,23.4,14,3,7,15.7
14,1,6,25.2,14,3,8,28.8
14,1,6,68.4,14,3,9,3.5
14,1,6,28.8,14,3,10,16.6
14,1,6,11.7,14,3,11,8.9
14,1,6,76.0,14,4,5,26.4
14,1,6,4.7,14,4,7,8.2
14,1,6,19.6,14,4,8,44.4
14,1,6,4.0,14,4,9,9.7
14,1,6,23.7,14,4,10,7.1
14,1,6,7.3,14,4,11,13.7
14,1,6,18.0,14,5,7,18.4
14,1,6,16.2,14,5,8,16.2
14,1,6,34.6,14,5,9,14.4
14,1,6,3.5,14,5,10,25.6
14,1,6,23.4,14,5,11,3.8
14,1,6,20.2,14,7,8,7.0
14,1,6,19.5,14,7,9,26.0
14,1,6,24.2,14,7,10,24.2
14,1,6,6.7,14,7,11,12.0
14,1,6,18.0,14,8,9,10.5
14,1,6,4.2,14,8,10,8.9
14,1,6,7.3,14,8,11,6.9
14,1,6,3.5,14,9,10,23.8
14,1,6,6.4,14,9,11,12.2
14,1,6,17.6,14,10,11,9.0
14,1,7,3.8,14,0,2,3.7
14,1,7,4.0,14,0,3,55.5
14,1,7,4.0,14,0,4,19.1
14,1,7,4.3,14,0,5,19.2
14,1,7,4.4,14,0,6,4.5
14,1,7,5.3,14,0,8,16.2
14,1,7,4.5,14,0,9,3.6
14,1,7,7.5,14,0,10,20.2
14,1,7,4.7,14,0,11,9.6
14,1,7,10.7,14,2,3,36.8
14,1,7,3.2,14,2,4,8.6
14,1,7,6.8,14,2,5,3.8
14,1,7,3.5,14,2,6,19.8
14,1,7,4.9,14,2,8,5.4
14,1,7,3.5,14,2,9,11.9
14,1,7,6.5,14,2,10,13.0
14,1,7,6.9,14,2,11,9.8
14,1,7,7.7,14,3,4,19.5
14,1,7,4.4,14,3,5,13.5
14,1,7,8.6,14,3,6,3.5
14,1,7,13.2,14,3,8,4.7
14,1,7,4.0,14,3,9,3.4
14,1,7,10.2,14,3,10,22.4
14,1,7,3.9,14,3,11,3.5
14,1,7,4.3,14,4,5,10.5
14,1,7,4.7,14,4,6,21.6
14,1,7,4.6,14,4,8,9.8
14,1,7,13.2,14,4,9,20.6
14,1,7,4.1,14,4,10,25.6
14,1,7,3.9,14,4,11,11.4
14,1,7,5.9,14,5,6,28.8
14,1,7,4.4,14,5,8,3.7
14,1,7,5.1,14,5,9,14.4
14,1,7,7.8,14,5,10,19.1
14,1,7,9.6,14,5,11,3.6
14,1,7,4.2,14,6,8,3.7
14,1,7,3.6,14,6,9,6.3
14,1,7,4.2,14,6,10,26.3
14,1,7,4.4,14,6,11,8.5
14,1,7,6.4,14,8,9,23.1
14,1,7,6.9,14,8,10,22.4
14,1,7,7.6,14,8,11,8.7
14,1,7,10.2,14,9,10,44.3
14,1,7,11.7,14,9,11,10.3
14,1,7,6.8,14,10,11,3.4
14,1,8,18.8,14,0,2,21.3
14,1,8,19.8,14,0,3,23.1
14,1,8,29.2,14,0,4,8.6
14,1,8,22.7,14,0,5,10.9
14,1,8,17.0,14,0,6,6.1
14,1,8,5.2,14,0,7,6.6
14,1,8,58.9,14,0,9,17.3
14,1,8,3.9,14,0,10,22.4
14,1,8,28.5,14,0,11,9.5
14,1,8,8.3,14,2,3,20.2
14,1,8,13.9,14,2,4,18.4
14,1,8,21.3,14,2,5,11.8
14,1,8,6.6,14,2,6,4.1
14,1,8,5.0,14,2,7,6.1
14,1,8,6.8,14,2,9,19.1
14,1,8,12.4,14,2,10,22.0
14,1,8,15.1,14,2,11,8.2
14,1,8,45.8,14,3,4,22.4
14,1,8,23.8,14,3,5,10.3
14,1,8,8.5,14,3,6,27.6
14,1,8,26.3,14,3,7,14.8
14,1,8,29.2,14,3,9,21.3
14,1,8,25.6,14,3,10,15.9
14,1,8,21.0,14,3,11,6.8
14,1,8,19.8,14,4,5,12.5
14,1,8,21.3,14,4,6,16.6
14,1,8,4.8,14,4,7,8.5
14,1,8,20.9,14,4,9,17.0
14,1,8,18.0,14,4,10,5.1
14,1,8,16.8,14,4,11,3.4
14,1,8,25.2,14,5,6,20.9
14,1,8,4.3,14,5,7,5.0
14,1,8,18.0,14,5,9,18.8
14,1,8,10.0,14,5,10,18.0
14,1,8,9.7,14,5,11,9.1
14,1,8,13.7,14,6,7,4.4
14,1,8,31.4,14,6,9,24.2
14,1,8,17.7,14,6,10,34.2
14,1,8,4.0,14,6,11,8.4
14,1,8,24.5,14,7,9,8.6
14,1,8,9.9,14,7,10,12.1
14,1,8,18.0,14,7,11,8.8
14,1,8,9.1,14,9,10,20.6
14,1,8,28.5,14,9,11,5.8
14,1,8,31.7,14,10,11,22.6
14,1,9,10.1,14,0,2,20.2
14,1,9,36.0,14,0,3,18.7
14,1,9,19.5,14,0,4,41.4
14,1,9,18.0,14,0,5,5.0
14,1,9,27.4,14,0,6,19.1
14,1,9,17.3,14,0,7,17.6
14,1,9,14.8,14,0,8,35.3
14,1,9,14.4,14,0,10,4.5
14,1,9,4.6,14,0,11,7.2
14,1,9,25.2,14,2,3,33.1
14,1,9,11.6,14,2,4,16.8
14,1,9,5.0,14,2,5,4.0
14,1,9,6.3,14,2,6,15.9
14,1,9,7.4,14,2,7,17.7
14,1,9,7.5,14,2,8,14.4
14,1,9,29.9,14,2,10,8.3
14,1,9,8.0,14,2,11,25.6
14,1,9,26.2,14,3,4,18.4
14,1,9,5.7,14,3,5,4.6
14,1,9,13.3,14,3,6,3.5
14,1,9,21.6,14,3,7,9.7
14,1,9,28.5,14,3,8,4.6
14,1,9,14.3,14,3,10,20.9
14,1,9,20.0,14,3,11,5.8
14,1,9,4.7,14,4,5,7.0
14,1,9,24.5,14,4,6,26.0
14,1,9,8.2,14,4,7,16.6
14,1,9,24.2,14,4,8,6.2
14,1,9,26.0,14,4,10,7.3
14,1,9,15.9,14,4,11,10.3
14,1,9,18.4,14,5,6,19.8
14,1,9,18.4,14,5,7,19.5
14,1,9,19.1,14,5,8,5.1
14,1,9,17.7,14,5,10,12.3
14,1,9,19.8,14,5,11,7.9
14,1,9,7.2,14,6,7,9.6
14,1,9,21.6,14,6,8,19.8
14,1,9,24.9,14,6,10,21.6
14,1,9,17.3,14,6,11,15.4
14,1,9,23.8,14,7,8,45.7
14,1,9,13.7,14,7,10,9.3
14,1,9,6.6,14,7,11,11.9
14,1,9,43.0,14,8,10,18.0
14,1,9,19.1,14,8,11,21.4
14,1,9,16.2,14,10,11,9.1
14,1,10,22.4,14,0,2,9.1
14,1,10,18.8,14,0,3,18.0
14,1,10,34.6,14,0,4,25.6
14,1,10,17.3,14,0,5,11.6
14,1,10,12.7,14,0,6,18.7
14,1,10,15.0,14,0,7,7.2
14,1,10,4.4,14,0,8,5.5
14,1,10,13.9,14,0,9,36.0
14,1,10,18.8,14,0,11,6.8
14,1,10,15.5,14,2,3,9.6
14,1,10,12.8,14,2,4,22.7
14,1,10,21.6,14,2,5,6.2
14,1,10,25.4,14,2,6,19.5
14,1,10,80.8,14,2,7,11.6
14,1,10,7.8,14,2,8,14.4
14,1,10,33.9,14,2,9,13.7
14,1,10,23.8,14,2,11,12.5
14,1,10,9.8,14,3,4,21.4
14,1,10,21.6,14,3,5,6.8
14,1,10,29.6,14,3,6,23.8
14,1,10,32.4,14,3,7,14.0
14,1,10,18.8,14,3,8,18.0
14,1,10,31.7,14,3,9,22.7
14,1,10,19.8,14,3,11,5.4
14,1,10,14.2,14,4,5,9.0
14,1,10,28.8,14,4,6,25.6
14,1,10,40.4,14,4,7,17.5
14,1,10,15.1,14,4,8,23.8
14,1,10,13.6,14,4,9,6.3
14,1,10,26.0,14,4,11,6.3
14,1,10,14.5,14,5,6,33.2
14,1,10,4.9,14,5,7,17.4
14,1,10,11.2,14,5,8,16.2
14,1,10,4.3,14,5,9,4.2
14,1,10,16.8,14,5,11,6.8
14,1,10,3.7,14,6,7,3.8
14,1,10,3.5,14,6,8,16.2
14,1,10,3.5,14,6,9,21.6
14,1,10,19.5,14,6,11,14.5
14,1,10,33.2,14,7,8,5.0
14,1,10,18.0,14,7,9,24.7
14,1,10,17.7,14,7,11,11.3
14,1,10,19.1,14,8,9,41.4
14,1,10,21.9,14,8,11,8.1
14,1,10,14.4,14,9,11,9.5
14,1,11,10.0,14,0,2,8.6
14,1,11,3.4,14,0,3,18.7
14,1,11,3.3,14,0,4,18.8
14,1,11,29.6,14,0,5,32.9
14,1,11,9.6,14,0,6,4.0
14,1,11,7.2,14,0,7,15.6
14,1,11,6.6,14,0,8,17.3
14,1,11,3.7,14,0,9,35.0
14,1,11,6.3,14,0,10,23.4
14,1,11,7.5,14,2,3,5.4
14,1,11,39.4,14,2,4,17.0
14,1,11,22.3,14,2,5,33.6
14,1,11,3.6,14,2,6,18.8
14,1,11,11.3,14,2,7,10.4
14,1,11,3.7,14,2,8,6.0
14,1,11,5.3,14,2,9,17.7
14,1,11,7.0,14,2,10,14.8
14,1,11,3.9,14,3,4,15.9
14,1,11,10.5,14,3,5,14.4
14,1,11,28.5,14,3,6,41.8
14,1,11,6.8,14,3,7,29.9
14,1,11,5.6,14,3,8,16.2
14,1,11,20.9,14,3,9,3.7
14,1,11,3.4,14,3,10,17.3
14,1,11,29.0,14,4,5,13.7
14,1,11,15.3,14,4,6,17.0
14,1,11,8.2,14,4,7,20.9
14,1,11,10.2,14,4,8,17.7
14,1,11,18.1,14,4,9,15.2
14,1,11,4.3,14,4,10,18.0
14,1,11,15.1,14,5,6,20.6
14,1,11,22.8,14,5,7,24.8
14,1,11,6.2,14,5,8,19.8
14,1,11,10.1,14,5,9,30.3
14,1,11,19.3,14,5,10,32.1
14,1,11,10.5,14,6,7,19.4
14,1,11,3.5,14,6,8,16.2
14,1,11,10.6,14,6,9,43.2
14,1,11,4.6,14,6,10,23.8
14,1,11,6.1,14,7,8,6.0
14,1,11,3.9,14,7,9,18.0
14,1,11,8.9,14,7,10,15.2
14,1,11,8.4,14,8,9,3.3
14,1,11,3.7,14,8,10,14.4
14,1,11,11.7,14,9,10,16.6
14,2,3,9.9,14,0,1,16.2
14,2,3,15.8,14,0,4,18.0
14,2,3,6.3,14,0,5,8.4
14,2,3,18.8,14,0,6,4.7
14,2,3,42.2,14,0,7,20.9
14,2,3,33.9,14,0,8,6.8
14,2,3,13.7,14,0,9,28.0
14,2,3,18.4,14,0,10,26.0
14,2,3,6.0,14,0,11,6.5
14,2,3,6.8,14,1,4,26.7
14,2,3,4.7,14,1,5,7.7
14,2,3,24.2,14,1,6,5.2
14,2,3,6.4,14,1,7,4.5
14,2,3,9.3,14,1,8,6.5
14,2,3,31.4,14,1,9,35.3
14,2,3,15.9,14,1,10,17.0
14,2,3,17.7,14,1,11,6.5
14,2,3,26.0,14,4,5,8.3
14,2,3,25.2,14,4,6,26.7
14,2,3,6.5,14,4,7,46.1
14,2,3,6.1,14,4,8,14.5
14,2,3,43.6,14,4,9,36.8
14,2,3,14.9,14,4,10,17.7
14,2,3,15.5,14,4,11,12.6
14,2,3,21.6,14,5,6,121.7
14,2,3,37.4,14,5,7,50.0
14,2,3,3.8,14,5,8,11.3
14,2,3,16.2,14,5,9,12.4
14,2,3,19.5,14,5,10,21.6
14,2,3,3.4,14,5,11,11.2
14,2,3,19.1,14,6,7,3.6
14,2,3,3.5,14,6,8,17.8
14,2,3,29.6,14,6,9,32.1
14,2,3,19.8,14,6,10,24.5
14,2,3,27.8,14,6,11,7.3
14,2,3,30.6,14,7,8,10.2
14,2,3,32.1,14,7,9,42.5
14,2,3,7.1,14,7,10,20.5
14,2,3,35.0,14,7,11,9.6
14,2,3,10.7,14,8,9,26.7
14,2,3,13.7,14,8,10,5.7
14,2,3,22.4,14,8,11,12.4
14,2,3,7.7,14,9,10,9.8
14,2,3,11.5,14,9,11,4.7
14,2,3,17.3,14,10,11,6.9
14,2,4,12.5,14,0,1,35.3
14,2,4,21.3,14,0,3,39.3
14,2,4,19.3,14,0,5,8.7
14,2,4,24.5,14,0,6,17.0
14,2,4,35.3,14,0,7,17.0
14,2,4,54.4,14,0,8,13.2
14,2,4,17.7,14,0,9,23.1
14,2,4,34.6,14,0,10,33.2
14,2,4,11.3,14,0,11,8.8
14,2,4,15.2,14,1,3,13.3
14,2,4,17.0,14,1,5,12.6
14,2,4,81.0,14,1,6,4.8
14,2,4,12.0,14,1,7,19.1
14,2,4,20.9,14,1,8,20.2
14,2,4,27.4,14,1,9,15.9
14,2,4,33.9,14,1,10,36.4
14,2,4,6.3,14,1,11,5.8
14,2,4,6.8,14,3,5,18.1
14,2,4,11.2,14,3,6,13.4
14,2,4,32.4,14,3,7,3.4
14,2,4,12.1,14,3,8,19.1
14,2,4,24.2,14,3,9,20.6
14,2,4,21.7,14,3,10,19.1
14,2,4,26.0,14,3,11,4.3
14,2,4,20.2,14,5,6,19.5
14,2,4,4.1,14,5,7,17.3
14,2,4,32.4,14,5,8,21.2
14,2,4,14.1,14,5,9,16.6
14,2,4,15.5,14,5,10,26.3
14,2,4,8.2,14,5,11,3.6
14,2,4,19.8,14,6,7,18.4
14,2,4,2.2,14,6,8,15.9
14,2,4,9.6,14,6,9,27.4
14,2,4,12.6,14,6,10,30.0
14,2,4,30.7,14,6,11,10.6
14,2,4,19.8,14,7,8,10.3
14,2,4,6.5,14,7,9,18.0
14,2,4,28.5,14,7,10,39.6
14,2,4,7.2,14,7,11,6.9
14,2,4,6.0,14,8,9,18.4
14,2,4,32.4,14,8,10,27.8
14,2,4,4.0,14,8,11,16.4
14,2,4,19.5,14,9,10,28.5
14,2,4,3.5,14,9,11,3.3
14,2,4,29.2,14,10,11,4.3
14,2,5,18.8,14,0,1,30.6
14,2,5,4.4,14,0,3,23.8
14,2,5,3.4,14,0,4,15.5
14,2,5,9.0,14,0,6,4.7
14,2,5,10.1,14,0,7,24.5
14,2,5,7.7,14,0,8,11.3
14,2,5,5.9,14,0,9,27.8
14,2,5,3.6,14,0,10,16.6
14,2,5,16.4,14,0,11,11.9
14,2,5,3.8,14,1,3,20.2
14,2,5,4.0,14,1,4,18.4
14,2,5,6.2,14,1,6,4.4
14,2,5,6.6,14,1,7,17.3
14,2,5,4.0,14,1,8,7.3
14,2,5,7.0,14,1,9,15.2
14,2,5,9.1,14,1,10,32.4
14,2,5,12.8,14,1,11,8.5
14,2,5,8.9,14,3,4,6.6
14,2,5,12.6,14,3,6,24.2
14,2,5,3.9,14,3,7,4.6
14,2,5,6.5,14,3,8,22.3
14,2,5,8.3,14,3,9,19.1
14,2,5,15.3,14,3,10,17.3
14,2,5,6.9,14,3,11,14.9
14,2,5,24.4,14,4,6,41.8
14,2,5,7.5,14,4,7,18.8
14,2,5,10.3,14,4,8,15.1
14,2,5,33.9,14,4,9,18.0
14,2,5,6.8,14,4,10,3.7
14,2,5,13.6,14,4,11,9.9
14,2,5,6.1,14,6,7,32.8
14,2,5,75.6,14,6,8,11.8
14,2,5,9.7,14,6,9,18.0
14,2,5,10.9,14,6,10,18.4
14,2,5,24.5,14,6,11,17.8
14,2,5,6.0,14,7,8,11.6
14,2,5,33.5,14,7,9,18.8
14,2,5,4.2,14,7,10,3.2
14,2,5,26.3,14,7,11,19.5
14,2,5,14.0,14,8,9,23.8
14,2,5,5.8,14,8,10,14.4
14,2,5,14.8,14,8,11,26.7
14,2,5,11.0,14,9,10,17.0
14,2,5,14.5,14,9,11,9.2
14,2,5,11.9,14,10,11,25.1
14,2,6,14.8,14,0,1,36.8
14,2,6,32.1,14,0,3,3.4
14,2,6,9.9,14,0,4,20.2
14,2,6,20.2,14,0,5,35.1
14,2,6,4.9,14,0,7,7.3
14,2,6,19.8,14,0,8,6.5
14,2,6,33.9,14,0,9,20.9
14,2,6,11.8,14,0,10,22.4
14,2,6,23.4,14,0,11,13.1
14,2,6,19.8,14,1,3,19.1
14,2,6,15.8,14,1,4,11.9
14,2,6,15.9,14,1,5,16.1
14,2,6,17.3,14,1,7,17.0
14,2,6,19.1,14,1,8,7.0
14,2,6,15.2,14,1,9,4.5
14,2,6,20.2,14,1,10,36.4
14,2,6,18.0,14,1,11,11.5
14,2,6,16.2,14,3,4,32.8
14,2,6,17.3,14,3,5,9.0
14,2,6,16.2,14,3,7,17.3
14,2,6,18.8,14,3,8,8.4
14,2,6,22.0,14,3,9,6.6
14,2,6,20.6,14,3,10,8.6
14,2,6,19.1,14,3,11,6.7
14,2,6,19.8,14,4,5,6.1
14,2,6,17.3,14,4,7,15.9
14,2,6,23.1,14,4,8,12.3
14,2,6,17.3,14,4,9,19.1
14,2,6,23.4,14,4,10,22.4
14,2,6,20.9,14,4,11,7.7
14,2,6,23.4,14,5,7,4.2
14,2,6,14.8,14,5,8,12.0
14,2,6,34.2,14,5,9,7.2
14,2,6,19.8,14,5,10,28.1
14,2,6,18.4,14,5,11,10.1
14,2,6,5.9,14,7,8,4.6
14,2,6,20.2,14,7,9,146.0
14,2,6,6.2,14,7,10,5.7
14,2,6,18.0,14,7,11,3.4
14,2,6,31.7,14,8,9,7.5
14,2,6,22.4,14,8,10,28.8
14,2,6,18.0,14,8,11,5.9
14,2,6,18.4,14,9,10,4.7
14,2,6,17.7,14,9,11,14.3
14,2,6,22.0,14,10,11,9.0
14,2,7,5.2,14,0,1,5.4
14,2,7,18.4,14,0,3,3.8
14,2,7,17.7,14,0,4,3.5
14,2,7,23.1,14,0,5,81.8
14,2,7,4.6,14,0,6,5.7
14,2,7,5.6,14,0,8,7.6
14,2,7,6.2,14,0,9,21.2
14,2,7,20.9,14,0,10,62.0
14,2,7,7.8,14,0,11,3.4
14,2,7,10.7,14,1,3,24.2
14,2,7,28.3,14,1,4,21.3
14,2,7,19.8,14,1,5,4.2
14,2,7,9.8,14,1,6,3.5
14,2,7,5.9,14,1,8,5.7
14,2,7,14.4,14,1,9,23.4
14,2,7,18.8,14,1,10,20.2
14,2,7,20.6,14,1,11,9.1
14,2,7,22.4,14,3,4,22.7
14,2,7,19.5,14,3,5,10.8
14,2,7,14.4,14,3,6,18.0
14,2,7,16.2,14,3,8,5.3
14,2,7,31.7,14,3,9,3.3
14,2,7,6.3,14,3,10,17.7
14,2,7,21.6,14,3,11,4.1
14,2,7,3.4,14,4,5,10.6
14,2,7,25.2,14,4,6,18.8
14,2,7,16.6,14,4,8,17.6
14,2,7,18.4,14,4,9,20.2
14,2,7,52.6,14,4,10,20.6
14,2,7,16.2,14,4,11,12.3
14,2,7,15.5,14,5,6,22.0
14,2,7,63.4,14,5,8,10.8
14,2,7,22.7,14,5,9,15.5
14,2,7,16.2,14,5,10,5.3
14,2,7,17.7,14,5,11,7.5
14,2,7,14.4,14,6,8,5.3
14,2,7,20.2,14,6,9,22.6
14,2,7,5.9,14,6,10,24.2
14,2,7,19.5,14,6,11,3.6
14,2,7,11.3,14,8,9,33.5
14,2,7,22.7,14,8,10,15.9
14,2,7,24.5,14,8,11,2.5
14,2,7,10.2,14,9,10,22.4
14,2,7,7.5,14,9,11,15.9
14,2,7,5.8,14,10,11,7.0
14,2,8,3.5,14,0,1,17.7
14,2,8,4.3,14,0,3,25.2
14,2,8,4.2,14,0,4,7.4
14,2,8,9.8,14,0,5,13.3
14,2,8,5.9,14,0,6,18.8
14,2,8,4.3,14,0,7,18.8
14,2,8,3.6,14,0,9,35.3
14,2,8,3.5,14,0,10,31.7
14,2,8,5.4,14,0,11,9.6
14,2,8,6.0,14,1,3,49.3
14,2,8,6.5,14,1,4,14.4
14,2,8,3.9,14,1,5,15.8
14,2,8,4.3,14,1,6,18.0
14,2,8,7.9,14,1,7,6.6
14,2,8,3.7,14,1,9,30.3
14,2,8,3.4,14,1,10,10.0
14,2,8,6.9,14,1,11,9.6
14,2,8,3.5,14,3,4,32.8
14,2,8,9.7,14,3,5,10.4
14,2,8,4.4,14,3,6,16.6
14,2,8,3.7,14,3,7,20.6
14,2,8,4.5,14,3,9,21.3
14,2,8,7.2,14,3,10,26.7
14,2,8,4.2,14,3,11,48.4
14,2,8,6.4,14,4,5,4.0
14,2,8,3.5,14,4,6,7.4
14,2,8,4.8,14,4,7,2.2
14,2,8,10.8,14,4,9,16.2
14,2,8,4.3,14,4,10,3.6
14,2,8,6.4,14,4,11,22.3
14,2,8,7.2,14,5,6,18.0
14,2,8,6.3,14,5,7,17.0
14,2,8,6.1,14,5,9,19.8
14,2,8,4.2,14,5,10,20.6
14,2,8,7.2,14,5,11,3.4
14,2,8,4.2,14,6,7,5.9
14,2,8,3.8,14,6,9,20.2
14,2,8,3.3,14,6,10,20.2
14,2,8,6.4,14,6,11,49.6
14,2,8,3.8,14,7,9,16.2
14,2,8,4.3,14,7,10,15.9
14,2,8,3.7,14,7,11,5.3
14,2,8,5.0,14,9,10,17.0
14,2,8,3.4,14,9,11,11.9
14,2,8,4.7,14,10,11,3.7
14,2,9,16.1,14,0,1,21.3
14,2,9,20.6,14,0,3,15.4
14,2,9,6.9,14,0,4,6.2
14,2,9,17.0,14,0,5,5.9
14,2,9,6.9,14,0,6,18.0
14,2,9,11.6,14,0,7,12.2
14,2,9,59.3,14,0,8,10.7
14,2,9,33.2,14,0,10,4.0
14,2,9,29.6,14,0,11,27.9
14,2,9,17.7,14,1,3,21.2
14,2,9,21.3,14,1,4,17.0
14,2,9,4.8,14,1,5,11.1
14,2,9,20.6,14,1,6,18.8
14,2,9,10.1,14,1,7,18.4
14,2,9,10.1,14,1,8,19.7
14,2,9,4.2,14,1,10,17.3
14,2,9,3.5,14,1,11,4.0
14,2,9,6.2,14,3,4,3.7
14,2,9,5.0,14,3,5,8.6
14,2,9,35.3,14,3,6,20.9
14,2,9,35.3,14,3,7,10.8
14,2,9,16.9,14,3,8,18.2
14,2,9,15.9,14,3,10,3.8
14,2,9,14.5,14,3,11,8.7
14,2,9,21.6,14,4,5,6.5
14,2,9,6.4,14,4,6,30.3
14,2,9,6.2,14,4,7,46.1
14,2,9,28.5,14,4,8,17.4
14,2,9,3.6,14,4,10,17.0
14,2,9,18.0,14,4,11,13.8
14,2,9,15.2,14,5,6,20.9
14,2,9,17.7,14,5,7,20.2
14,2,9,15.9,14,5,8,20.2
14,2,9,18.4,14,5,10,14.8
14,2,9,28.8,14,5,11,3.8
14,2,9,28.5,14,6,7,20.6
14,2,9,18.8,14,6,8,22.8
14,2,9,3.9,14,6,10,13.7
14,2,9,3.4,14,6,11,23.0
14,2,9,25.2,14,7,8,13.8
14,2,9,21.3,14,7,10,6.8
14,2,9,6.4,14,7,11,7.4
14,2,9,20.9,14,8,10,37.8
14,2,9,18.4,14,8,11,8.3
14,2,9,14.4,14,10,11,6.7
14,2,10,13.7,14,0,1,16.2
14,2,10,4.0,14,0,3,17.3
14,2,10,25.6,14,0,4,18.0
14,2,10,3.8,14,0,5,11.8
14,2,10,6.6,14,0,6,22.4
14,2,10,3.6,14,0,7,8.2
14,2,10,19.7,14,0,8,16.2
14,2,10,15.4,14,0,9,15.9
14,2,10,5.3,14,0,11,8.3
14,2,10,15.5,14,1,3,19.8
14,2,10,26.1,14,1,4,35.0
14,2,10,5.7,14,1,5,8.0
14,2,10,3.4,14,1,6,18.4
14,2,10,27.8,14,1,7,5.9
14,2,10,21.3,14,1,8,12.6
14,2,10,17.0,14,1,9,18.8
14,2,10,3.6,14,1,11,13.2
14,2,10,6.1,14,3,4,8.2
14,2,10,3.5,14,3,5,8.4
14,2,10,3.4,14,3,6,19.1
14,2,10,3.4,14,3,7,22.0
14,2,10,3.6,14,3,8,7.3
14,2,10,17.7,14,3,9,3.3
14,2,10,3.9,14,3,11,11.2
14,2,10,22.9,14,4,5,4.3
14,2,10,22.7,14,4,6,21.6
14,2,10,25.2,14,4,7,18.4
14,2,10,5.6,14,4,8,17.0
14,2,10,10.4,14,4,9,11.2
14,2,10,7.7,14,4,11,4.0
14,2,10,17.7,14,5,6,16.2
14,2,10,4.1,14,5,7,73.4
14,2,10,6.6,14,5,8,19.5
14,2,10,26.7,14,5,9,25.6
14,2,10,14.4,14,5,11,7.3
14,2,10,14.2,14,6,7,4.0
14,2,10,6.1,14,6,8,18.6
14,2,10,6.2,14,6,9,20.9
14,2,10,19.1,14,6,11,6.0
14,2,10,23.8,14,7,8,11.6
14,2,10,3.5,14,7,9,20.9
14,2,10,6.8,14,7,11,5.5
14,2,10,35.3,14,8,9,18.4
14,2,10,4.0,14,8,11,15.8
14,2,10,20.2,14,9,11,3.3
14,2,11,6.3,14,0,1,5.8
14,2,11,6.0,14,0,3,3.4
14,2,11,8.4,14,0,4,26.3
14,2,11,21.0,14,0,5,22.5
14,2,11,7.0,14,0,6,12.3
14,2,11,17.4,14,0,7,12.4
14,2,11,9.2,14,0,8,13.6
14,2,11,8.3,14,0,9,22.4
14,2,11,8.6,14,0,10,15.5
14,2,11,13.2,14,1,3,15.0
14,2,11,3.5,14,1,4,24.1
14,2,11,33.2,14,1,5,31.8
14,2,11,6.0,14,1,6,4.9
14,2,11,6.7,14,1,7,6.8
14,2,11,8.8,14,1,8,25.1
14,2,11,5.5,14,1,9,18.4
14,2,11,10.7,14,1,10,19.5
14,2,11,10.3,14,3,4,11.3
14,2,11,15.9,14,3,5,9.7
14,2,11,9.7,14,3,6,12.6
14,2,11,6.8,14,3,7,28.5
14,2,11,4.0,14,3,8,26.1
14,2,11,7.9,14,3,9,21.3
14,2,11,8.2,14,3,10,16.6
14,2,11,13.7,14,4,5,37.2
14,2,11,6.0,14,4,6,26.3
14,2,11,5.4,14,4,7,83.9
14,2,11,4.2,14,4,8,10.7
14,2,11,3.5,14,4,9,34.6
14,2,11,8.0,14,4,10,21.3
14,2,11,24.5,14,5,6,9.6
14,2,11,19.5,14,5,7,17.2
14,2,11,20.3,14,5,8,20.5
14,2,11,8.0,14,5,9,16.6
14,2,11,16.9,14,5,10,15.5
14,2,11,9.2,14,6,7,9.2
14,2,11,3.6,14,6,8,6.7
14,2,11,7.2,14,6,9,16.2
14,2,11,5.8,14,6,10,7.8
14,2,11,6.0,14,7,8,4.0
14,2,11,3.6,14,7,9,19.1
14,2,11,4.3,14,7,10,14.8
14,2,11,3.8,14,8,9,20.9
14,2,11,10.6,14,8,10,19.8
14,2,11,8.7,14,9,10,18.4
14,3,4,20.6,14,0,1,5.4
14,3,4,6.6,14,0,2,19.1
14,3,4,22.4,14,0,5,8.0
14,3,4,15.9,14,0,6,15.1
14,3,4,22.7,14,0,7,31.0
14,3,4,24.2,14,0,8,17.8
14,3,4,23.4,14,0,9,9.7
14,3,4,15.5,14,0,10,18.1
14,3,4,17.7,14,0,11,7.0
14,3,4,16.6,14,1,2,19.5
14,3,4,6.2,14,1,5,12.5
14,3,4,22.7,14,1,6,18.4
14,3,4,6.4,14,1,7,18.8
14,3,4,22.0,14,1,8,22.4
14,3,4,23.8,14,1,9,10.2
14,3,4,13.1,14,1,10,13.2
14,3,4,3.9,14,1,11,9.6
14,3,4,18.8,14,2,5,7.6
14,3,4,31.0,14,2,6,7.5
14,3,4,14.7,14,2,7,33.5
14,3,4,11.9,14,2,8,7.3
14,3,4,4.0,14,2,9,12.6
14,3,4,40.4,14,2,10,29.6
14,3,4,20.2,14,2,11,4.4
14,3,4,19.1,14,5,6,77.4
14,3,4,22.4,14,5,7,17.7
14,3,4,14.8,14,5,8,22.4
14,3,4,4.3,14,5,9,4.8
14,3,4,17.0,14,5,10,16.2
14,3,4,3.5,14,5,11,10.3
14,3,4,4.3,14,6,7,13.4
14,3,4,3.7,14,6,8,41.4
14,3,4,3.7,14,6,9,6.2
14,3,4,26.7,14,6,10,27.8
14,3,4,27.5,14,6,11,3.6
14,3,4,6.7,14,7,8,21.6
14,3,4,14.4,14,7,9,9.1
14,3,4,6.4,14,7,10,15.0
14,3,4,7.8,14,7,11,16.5
14,3,4,6.9,14,8,9,10.8
14,3,4,22.7,14,8,10,36.4
