test_num,pinned_thread,thread1,thread2,thread1_wins,thread2_wins
13,9,18,50,500,500
13,10,18,50,500,500
13,11,18,50,500,500
13,12,18,50,503,497
13,13,18,50,500,500
13,14,18,50,500,500
13,15,18,50,500,500
13,16,18,50,501,499
13,17,18,50,501,499
13,18,18,50,500,500
13,19,18,50,497,503
13,20,18,50,500,500
13,21,18,50,504,496
13,22,18,50,500,500
13,23,18,50,495,505
13,24,18,50,500,500
13,25,18,50,500,500
13,26,18,50,501,499
13,27,18,50,500,500
13,28,18,50,499,501
13,29,18,50,497,503
13,30,18,50,500,500
13,31,18,50,501,499
13,32,18,50,501,499
13,33,18,50,500,500
13,34,18,50,500,500
13,35,18,50,500,500
13,36,18,50,500,500
13,37,18,50,498,502
13,38,18,50,501,499
13,39,18,50,501,499
13,40,18,50,500,500
13,41,18,50,500,500
13,42,18,50,500,500
13,43,18,50,497,503
13,44,18,50,502,498
13,45,18,50,502,498
13,46,18,50,500,500
13,47,18,50,503,497
13,48,18,50,500,500
13,49,18,50,500,500
13,50,18,50,500,500
13,51,18,50,498,502
13,52,18,50,501,499
13,53,18,50,492,508
13,54,18,50,500,500
13,55,18,50,500,500
13,56,18,50,500,500
13,57,18,50,501,499
13,58,18,50,500,500
13,59,18,50,501,499
13,60,18,50,501,499
13,61,18,50,498,502
13,62,18,50,500,500
13,63,18,50,501,499
13,0,19,51,500,500
13,1,19,51,500,500
13,2,19,51,499,501
13,3,19,51,500,500
13,4,19,51,499,501
13,5,19,51,500,500
13,6,19,51,501,499
13,7,19,51,500,500
13,8,19,51,499,501
13,9,19,51,500,500
13,10,19,51,501,499
13,11,19,51,500,500
13,12,19,51,501,499
13,13,19,51,500,500
13,14,19,51,499,501
13,15,19,51,501,499
13,16,19,51,500,500
13,17,19,51,501,499
13,18,19,51,499,501
13,19,19,51,500,500
13,20,19,51,499,501
13,21,19,51,501,499
13,22,19,51,502,498
13,23,19,51,501,499
13,24,19,51,503,497
13,25,19,51,501,499
13,26,19,51,500,500
13,27,19,51,501,499
13,28,19,51,501,499
13,29,19,51,500,500
13,30,19,51,498,502
13,31,19,51,499,501
13,32,19,51,500,500
13,33,19,51,500,500
13,34,19,51,493,507
13,35,19,51,499,501
13,36,19,51,500,500
13,37,19,51,499,501
13,38,19,51,500,500
13,39,19,51,499,501
13,40,19,51,501,499
13,41,19,51,501,499
13,42,19,51,501,499
13,43,19,51,500,500
13,44,19,51,504,496
13,45,19,51,500,500
13,46,19,51,502,498
13,47,19,51,500,500
13,48,19,51,502,498
13,49,19,51,501,499
13,50,19,51,497,503
13,51,19,51,565,435
13,52,19,51,500,500
13,53,19,51,499,501
13,54,19,51,502,498
13,55,19,51,500,500
13,56,19,51,501,499
13,57,19,51,500,500
13,58,19,51,502,498
13,59,19,51,500,500
13,60,19,51,498,502
13,61,19,51,501,499
13,62,19,51,501,499
13,63,19,51,501,499
13,0,20,52,503,497
13,1,20,52,501,499
13,2,20,52,500,500
13,3,20,52,500,500
13,4,20,52,499,501
13,5,20,52,497,503
13,6,20,52,501,499
13,7,20,52,500,500
13,8,20,52,502,498
13,9,20,52,501,499
13,10,20,52,500,500
13,11,20,52,497,503
13,12,20,52,501,499
13,13,20,52,503,497
13,14,20,52,501,499
13,15,20,52,500,500
13,16,20,52,501,499
13,17,20,52,501,499
13,18,20,52,500,500
13,19,20,52,498,502
13,20,20,52,500,500
13,21,20,52,502,498
13,22,20,52,499,501
13,23,20,52,502,498
13,24,20,52,501,499
13,25,20,52,499,501
13,26,20,52,499,501
13,27,20,52,501,499
13,28,20,52,500,500
13,29,20,52,501,499
13,30,20,52,501,499
13,31,20,52,499,501
13,32,20,52,501,499
13,33,20,52,500,500
13,34,20,52,500,500
13,35,20,52,497,503
13,36,20,52,500,500
13,37,20,52,501,499
13,38,20,52,500,500
13,39,20,52,501,499
13,40,20,52,503,497
13,41,20,52,500,500
13,42,20,52,500,500
13,43,20,52,500,500
13,44,20,52,500,500
13,45,20,52,497,503
13,46,20,52,500,500
13,47,20,52,496,504
13,48,20,52,500,500
13,49,20,52,495,505
13,50,20,52,499,501
13,51,20,52,499,501
13,52,20,52,500,500
13,53,20,52,501,499
13,54,20,52,499,501
13,55,20,52,501,499
13,56,20,52,501,499
13,57,20,52,502,498
13,58,20,52,501,499
13,59,20,52,499,501
13,60,20,52,499,501
13,61,20,52,499,501
13,62,20,52,500,500
13,63,20,52,502,498
13,0,21,53,501,499
13,1,21,53,501,499
13,2,21,53,503,497
13,3,21,53,501,499
13,4,21,53,502,498
13,5,21,53,501,499
13,6,21,53,500,500
13,7,21,53,500,500
13,8,21,53,500,500
13,9,21,53,498,502
13,10,21,53,500,500
13,11,21,53,498,502
13,12,21,53,500,500
13,13,21,53,499,501
13,14,21,53,493,507
13,15,21,53,499,501
13,16,21,53,503,497
13,17,21,53,500,500
13,18,21,53,503,497
13,19,21,53,501,499
13,20,21,53,500,500
13,21,21,53,500,500
13,22,21,53,500,500
13,23,21,53,501,499
13,24,21,53,499,501
13,25,21,53,500,500
13,26,21,53,500,500
13,27,21,53,501,499
13,28,21,53,500,500
13,29,21,53,499,501
13,30,21,53,503,497
13,31,21,53,501,499
13,32,21,53,499,501
13,33,21,53,500,500
13,34,21,53,500,500
13,35,21,53,500,500
13,36,21,53,497,503
13,37,21,53,499,501
13,38,21,53,506,494
13,39,21,53,500,500
13,40,21,53,501,499
13,41,21,53,501,499
13,42,21,53,502,498
13,43,21,53,501,499
13,44,21,53,501,499
13,45,21,53,500,500
13,46,21,53,492,508
13,47,21,53,499,501
13,48,21,53,499,501
13,49,21,53,503,497
13,50,21,53,497,503
13,51,21,53,499,501
13,52,21,53,496,504
13,53,21,53,500,500
13,54,21,53,497,503
13,55,21,53,500,500
13,56,21,53,500,500
13,57,21,53,500,500
13,58,21,53,498,502
13,59,21,53,500,500
13,60,21,53,501,499
13,61,21,53,500,500
13,62,21,53,501,499
13,63,21,53,499,501
13,0,22,54,499,501
13,1,22,54,501,499
13,2,22,54,501,499
13,3,22,54,500,500
13,4,22,54,500,500
13,5,22,54,499,501
13,6,22,54,499,501
13,7,22,54,499,501
13,8,22,54,500,500
13,9,22,54,504,496
13,10,22,54,500,500
13,11,22,54,499,501
13,12,22,54,500,500
13,13,22,54,503,497
13,14,22,54,501,499
13,15,22,54,502,498
13,16,22,54,500,500
13,17,22,54,497,503
13,18,22,54,501,499
13,19,22,54,503,497
13,20,22,54,498,502
13,21,22,54,506,494
13,22,22,54,500,500
13,23,22,54,499,501
13,24,22,54,500,500
13,25,22,54,500,500
13,26,22,54,500,500
13,27,22,54,502,498
13,28,22,54,503,497
13,29,22,54,498,502
13,30,22,54,501,499
13,31,22,54,499,501
13,32,22,54,502,498
13,33,22,54,501,499
13,34,22,54,500,500
13,35,22,54,501,499
13,36,22,54,501,499
13,37,22,54,501,499
13,38,22,54,502,498
13,39,22,54,500,500
13,40,22,54,501,499
13,41,22,54,500,500
13,42,22,54,500,500
13,43,22,54,499,501
13,44,22,54,501,499
13,45,22,54,496,504
13,46,22,54,500,500
13,47,22,54,499,501
13,48,22,54,499,501
13,49,22,54,501,499
13,50,22,54,500,500
13,51,22,54,496,504
13,52,22,54,504,496
13,53,22,54,501,499
13,54,22,54,500,500
13,55,22,54,500,500
13,56,22,54,501,499
13,57,22,54,501,499
13,58,22,54,501,499
13,59,22,54,497,503
13,60,22,54,500,500
13,61,22,54,501,499
13,62,22,54,500,500
13,63,22,54,501,499
13,0,23,55,501,499
13,1,23,55,497,503
13,2,23,55,502,498
13,3,23,55,501,499
13,4,23,55,497,503
13,5,23,55,500,500
13,6,23,55,499,501
13,7,23,55,500,500
13,8,23,55,499,501
13,9,23,55,501,499
13,10,23,55,496,504
13,11,23,55,500,500
13,12,23,55,503,497
13,13,23,55,499,501
13,14,23,55,499,501
13,15,23,55,499,501
13,16,23,55,503,497
13,17,23,55,500,500
13,18,23,55,495,505
13,19,23,55,501,499
13,20,23,55,498,502
13,21,23,55,500,500
13,22,23,55,498,502
13,23,23,55,500,500
13,24,23,55,501,499
13,25,23,55,500,500
13,26,23,55,501,499
13,27,23,55,500,500
13,28,23,55,500,500
13,29,23,55,502,498
13,30,23,55,499,501
13,31,23,55,501,499
13,32,23,55,500,500
13,33,23,55,500,500
13,34,23,55,500,500
13,35,23,55,500,500
13,36,23,55,498,502
13,37,23,55,501,499
13,38,23,55,499,501
13,39,23,55,500,500
13,40,23,55,499,501
13,41,23,55,500,500
13,42,23,55,502,498
13,43,23,55,500,500
13,44,23,55,499,501
13,45,23,55,501,499
13,46,23,55,501,499
13,47,23,55,500,500
13,48,23,55,503,497
13,49,23,55,500,500
13,50,23,55,499,501
13,51,23,55,499,501
13,52,23,55,499,501
13,53,23,55,498,502
13,54,23,55,499,501
13,55,23,55,500,500
13,56,23,55,499,501
13,57,23,55,500,500
13,58,23,55,499,501
13,59,23,55,501,499
13,60,23,55,501,499
13,61,23,55,500,500
13,62,23,55,498,502
13,63,23,55,501,499
13,0,24,56,500,500
13,1,24,56,501,499
13,2,24,56,502,498
13,3,24,56,501,499
13,4,24,56,504,496
13,5,24,56,499,501
13,6,24,56,501,499
13,7,24,56,500,500
13,8,24,56,500,500
13,9,24,56,496,504
13,10,24,56,500,500
13,11,24,56,502,498
13,12,24,56,502,498
13,13,24,56,499,501
13,14,24,56,500,500
13,15,24,56,498,502
13,16,24,56,503,497
13,17,24,56,502,498
13,18,24,56,498,502
13,19,24,56,502,498
13,20,24,56,500,500
13,21,24,56,501,499
13,22,24,56,500,500
13,23,24,56,501,499
13,24,24,56,500,500
13,25,24,56,501,499
13,26,24,56,501,499
13,27,24,56,502,498
13,28,24,56,502,498
13,29,24,56,502,498
13,30,24,56,501,499
13,31,24,56,497,503
13,32,24,56,501,499
13,33,24,56,501,499
13,34,24,56,500,500
13,35,24,56,499,501
13,36,24,56,497,503
13,37,24,56,496,504
13,38,24,56,500,500
13,39,24,56,500,500
13,40,24,56,500,500
13,41,24,56,501,499
13,42,24,56,499,501
13,43,24,56,503,497
13,44,24,56,500,500
13,45,24,56,503,497
13,46,24,56,502,498
13,47,24,56,503,497
13,48,24,56,499,501
13,49,24,56,500,500
13,50,24,56,499,501
13,51,24,56,500,500
13,52,24,56,501,499
13,53,24,56,501,499
13,54,24,56,500,500
13,55,24,56,507,493
13,56,24,56,500,500
13,57,24,56,501,499
13,58,24,56,500,500
13,59,24,56,499,501
13,60,24,56,501,499
13,61,24,56,503,497
13,62,24,56,500,500
13,63,24,56,500,500
13,0,25,57,501,499
13,1,25,57,499,501
13,2,25,57,500,500
13,3,25,57,501,499
13,4,25,57,497,503
13,5,25,57,500,500
13,6,25,57,503,497
13,7,25,57,502,498
13,8,25,57,501,499
13,9,25,57,495,505
13,10,25,57,499,501
13,11,25,57,500,500
13,12,25,57,497,503
13,13,25,57,503,497
13,14,25,57,500,500
13,15,25,57,499,501
13,16,25,57,501,499
13,17,25,57,501,499
13,18,25,57,501,499
13,19,25,57,501,499
13,20,25,57,501,499
13,21,25,57,501,499
13,22,25,57,504,496
13,23,25,57,505,495
13,24,25,57,502,498
13,25,25,57,500,500
13,26,25,57,497,503
13,27,25,57,501,499
13,28,25,57,501,499
13,29,25,57,501,499
13,30,25,57,502,498
13,31,25,57,500,500
13,32,25,57,500,500
13,33,25,57,499,501
13,34,25,57,501,499
13,35,25,57,500,500
13,36,25,57,500,500
13,37,25,57,502,498
13,38,25,57,504,496
13,39,25,57,500,500
13,40,25,57,501,499
13,41,25,57,500,500
13,42,25,57,498,502
13,43,25,57,500,500
13,44,25,57,501,499
13,45,25,57,499,501
13,46,25,57,496,504
13,47,25,57,501,499
13,48,25,57,500,500
13,49,25,57,500,500
13,50,25,57,500,500
13,51,25,57,503,497
13,52,25,57,501,499
13,53,25,57,500,500
13,54,25,57,502,498
13,55,25,57,500,500
13,56,25,57,500,500
13,57,25,57,500,500
13,58,25,57,500,500
13,59,25,57,499,501
13,60,25,57,496,504
13,61,25,57,501,499
13,62,25,57,501,499
13,63,25,57,499,501
13,0,26,58,503,497
13,1,26,58,500,500
13,2,26,58,503,497
13,3,26,58,499,501
13,4,26,58,502,498
13,5,26,58,502,498
13,6,26,58,500,500
13,7,26,58,501,499
13,8,26,58,500,500
13,9,26,58,502,498
13,10,26,58,499,501
13,11,26,58,500,500
13,12,26,58,500,500
13,13,26,58,496,504
13,14,26,58,500,500
13,15,26,58,500,500
13,16,26,58,499,501
13,17,26,58,500,500
13,18,26,58,499,501
13,19,26,58,499,501
13,20,26,58,501,499
13,21,26,58,499,501
13,22,26,58,501,499
13,23,26,58,505,495
13,24,26,58,500,500
13,25,26,58,500,500
13,26,26,58,500,500
13,27,26,58,499,501
13,28,26,58,501,499
13,29,26,58,490,510
13,30,26,58,501,499
13,31,26,58,500,500
13,32,26,58,501,499
13,33,26,58,500,500
13,34,26,58,501,499
13,35,26,58,501,499
13,36,26,58,500,500
13,37,26,58,504,496
13,38,26,58,500,500
13,39,26,58,502,498
13,40,26,58,500,500
13,41,26,58,501,499
13,42,26,58,501,499
13,43,26,58,498,502
13,44,26,58,500,500
13,45,26,58,505,495
13,46,26,58,500,500
13,47,26,58,502,498
13,48,26,58,500,500
13,49,26,58,500,500
13,50,26,58,501,499
13,51,26,58,500,500
13,52,26,58,500,500
13,53,26,58,501,499
13,54,26,58,500,500
13,55,26,58,497,503
13,56,26,58,501,499
13,57,26,58,500,500
13,58,26,58,500,500
13,59,26,58,500,500
13,60,26,58,502,498
13,61,26,58,501,499
13,62,26,58,500,500
13,63,26,58,501,499
13,0,27,59,500,500
13,1,27,59,502,498
13,2,27,59,500,500
13,3,27,59,501,499
13,4,27,59,502,498
13,5,27,59,500,500
13,6,27,59,501,499
13,7,27,59,500,500
13,8,27,59,502,498
13,9,27,59,500,500
13,10,27,59,496,504
13,11,27,59,501,499
13,12,27,59,500,500
13,13,27,59,500,500
13,14,27,59,500,500
13,15,27,59,502,498
13,16,27,59,500,500
13,17,27,59,500,500
13,18,27,59,497,503
13,19,27,59,501,499
13,20,27,59,503,497
13,21,27,59,501,499
13,22,27,59,501,499
13,23,27,59,500,500
13,24,27,59,500,500
13,25,27,59,500,500
13,26,27,59,498,502
13,27,27,59,500,500
13,28,27,59,499,501
13,29,27,59,500,500
13,30,27,59,499,501
13,31,27,59,501,499
13,32,27,59,498,502
13,33,27,59,499,501
13,34,27,59,500,500
13,35,27,59,500,500
13,36,27,59,500,500
13,37,27,59,499,501
13,38,27,59,499,501
13,39,27,59,500,500
13,40,27,59,499,501
13,41,27,59,500,500
13,42,27,59,499,501
13,43,27,59,502,498
13,44,27,59,501,499
13,45,27,59,502,498
13,46,27,59,501,499
13,47,27,59,500,500
13,48,27,59,502,498
13,49,27,59,500,500
13,50,27,59,499,501
13,51,27,59,499,501
13,52,27,59,500,500
13,53,27,59,500,500
13,54,27,59,500,500
13,55,27,59,500,500
13,56,27,59,499,501
13,57,27,59,500,500
13,58,27,59,503,497
13,59,27,59,500,500
13,60,27,59,500,500
13,61,27,59,500,500
13,62,27,59,503,497
13,63,27,59,500,500
13,0,28,60,501,499
13,1,28,60,501,499
13,2,28,60,500,500
13,3,28,60,500,500
13,4,28,60,500,500
13,5,28,60,502,498
13,6,28,60,502,498
13,7,28,60,500,500
13,8,28,60,501,499
13,9,28,60,499,501
13,10,28,60,502,498
13,11,28,60,499,501
13,12,28,60,501,499
13,13,28,60,500,500
13,14,28,60,502,498
13,15,28,60,500,500
13,16,28,60,501,499
13,17,28,60,503,497
13,18,28,60,499,501
13,19,28,60,494,506
13,20,28,60,500,500
13,21,28,60,498,502
13,22,28,60,500,500
13,23,28,60,499,501
13,24,28,60,502,498
13,25,28,60,500,500
13,26,28,60,500,500
13,27,28,60,500,500
13,28,28,60,500,500
13,29,28,60,500,500
13,30,28,60,500,500
13,31,28,60,505,495
13,32,28,60,500,500
13,33,28,60,500,500
13,34,28,60,502,498
13,35,28,60,500,500
13,36,28,60,500,500
13,37,28,60,501,499
13,38,28,60,499,501
13,39,28,60,498,502
13,40,28,60,500,500
13,41,28,60,501,499
13,42,28,60,501,499
13,43,28,60,501,499
13,44,28,60,500,500
13,45,28,60,496,504
13,46,28,60,500,500
13,47,28,60,500,500
13,48,28,60,501,499
13,49,28,60,501,499
13,50,28,60,501,499
13,51,28,60,500,500
13,52,28,60,499,501
13,53,28,60,497,503
13,54,28,60,501,499
13,55,28,60,500,500
13,56,28,60,501,499
13,57,28,60,503,497
13,58,28,60,500,500
13,59,28,60,500,500
13,60,28,60,500,500
13,61,28,60,499,501
13,62,28,60,500,500
13,63,28,60,499,501
13,0,29,61,499,501
13,1,29,61,501,499
13,2,29,61,501,499
13,3,29,61,502,498
13,4,29,61,502,498
13,5,29,61,500,500
13,6,29,61,497,503
13,7,29,61,505,495
13,8,29,61,499,501
13,9,29,61,501,499
13,10,29,61,505,495
13,11,29,61,500,500
13,12,29,61,500,500
13,13,29,61,500,500
13,14,29,61,496,504
13,15,29,61,501,499
13,16,29,61,500,500
13,17,29,61,501,499
13,18,29,61,501,499
13,19,29,61,499,501
13,20,29,61,498,502
13,21,29,61,500,500
13,22,29,61,501,499
13,23,29,61,500,500
13,24,29,61,498,502
13,25,29,61,500,500
13,26,29,61,502,498
13,27,29,61,500,500
13,28,29,61,496,504
13,29,29,61,449,551
13,30,29,61,503,497
13,31,29,61,500,500
13,32,29,61,499,501
13,33,29,61,499,501
13,34,29,61,500,500
13,35,29,61,501,499
13,36,29,61,498,502
13,37,29,61,501,499
13,38,29,61,499,501
13,39,29,61,499,501
13,40,29,61,501,499
13,41,29,61,499,501
13,42,29,61,499,501
13,43,29,61,500,500
13,44,29,61,498,502
13,45,29,61,500,500
13,46,29,61,500,500
13,47,29,61,500,500
13,48,29,61,501,499
13,49,29,61,500,500
13,50,29,61,501,499
13,51,29,61,501,499
13,52,29,61,500,500
13,53,29,61,500,500
13,54,29,61,498,502
13,55,29,61,500,500
13,56,29,61,499,501
13,57,29,61,500,500
13,58,29,61,501,499
13,59,29,61,500,500
13,60,29,61,501,499
13,61,29,61,500,500
13,62,29,61,501,499
13,63,29,61,501,499
13,0,30,62,500,500
13,1,30,62,500,500
13,2,30,62,500,500
13,3,30,62,501,499
13,4,30,62,500,500
13,5,30,62,501,499
13,6,30,62,499,501
13,7,30,62,505,495
13,8,30,62,501,499
13,9,30,62,504,496
13,10,30,62,500,500
13,11,30,62,499,501
13,12,30,62,500,500
13,13,30,62,502,498
13,14,30,62,498,502
13,15,30,62,499,501
13,16,30,62,502,498
13,17,30,62,501,499
13,18,30,62,501,499
13,19,30,62,500,500
13,20,30,62,500,500
13,21,30,62,501,499
13,22,30,62,499,501
13,23,30,62,504,496
13,24,30,62,499,501
13,25,30,62,501,499
13,26,30,62,498,502
13,27,30,62,502,498
13,28,30,62,500,500
13,29,30,62,501,499
13,30,30,62,500,500
13,31,30,62,499,501
13,32,30,62,501,499
13,33,30,62,501,499
13,34,30,62,500,500
13,35,30,62,501,499
13,36,30,62,500,500
13,37,30,62,502,498
13,38,30,62,501,499
13,39,30,62,500,500
13,40,30,62,500,500
13,41,30,62,501,499
13,42,30,62,500,500
13,43,30,62,502,498
13,44,30,62,500,500
13,45,30,62,501,499
13,46,30,62,500,500
13,47,30,62,498,502
13,48,30,62,500,500
13,49,30,62,500,500
13,50,30,62,501,499
13,51,30,62,502,498
13,52,30,62,500,500
13,53,30,62,499,501
13,54,30,62,500,500
13,55,30,62,496,504
13,56,30,62,501,499
13,57,30,62,505,495
13,58,30,62,499,501
13,59,30,62,501,499
13,60,30,62,499,501
13,61,30,62,491,509
13,62,30,62,500,500
13,63,30,62,502,498
13,0,31,63,500,500
13,1,31,63,501,499
13,2,31,63,501,499
13,3,31,63,500,500
13,4,31,63,501,499
13,5,31,63,500,500
13,6,31,63,501,499
13,7,31,63,499,501
13,8,31,63,499,501
13,9,31,63,500,500
13,10,31,63,501,499
13,11,31,63,500,500
13,12,31,63,501,499
13,13,31,63,502,498
13,14,31,63,497,503
13,15,31,63,501,499
13,16,31,63,501,499
13,17,31,63,501,499
13,18,31,63,500,500
13,19,31,63,501,499
13,20,31,63,500,500
13,21,31,63,500,500
13,22,31,63,502,498
13,23,31,63,500,500
13,24,31,63,501,499
13,25,31,63,498,502
13,26,31,63,499,501
13,27,31,63,499,501
13,28,31,63,500,500
13,29,31,63,500,500
13,30,31,63,498,502
13,31,31,63,500,500
13,32,31,63,500,500
13,33,31,63,500,500
13,34,31,63,498,502
13,35,31,63,500,500
13,36,31,63,498,502
13,37,31,63,500,500
13,38,31,63,500,500
13,39,31,63,501,499
13,40,31,63,500,500
13,41,31,63,502,498
13,42,31,63,501,499
13,43,31,63,500,500
13,44,31,63,500,500
13,45,31,63,497,503
13,46,31,63,500,500
13,47,31,63,501,499
13,48,31,63,501,499
13,49,31,63,501,499
13,50,31,63,499,501
13,51,31,63,500,500
13,52,31,63,500,500
13,53,31,63,500,500
13,54,31,63,496,504
13,55,31,63,499,501
13,56,31,63,499,501
13,57,31,63,500,500
13,58,31,63,500,500
13,59,31,63,498,502
13,60,31,63,503,497
13,61,31,63,500,500
13,62,31,63,501,499
13,63,31,63,500,500
14,0,0,32,500,500
14,1,0,32,501,499
14,2,0,32,500,500
14,3,0,32,501,499
14,4,0,32,500,500
14,5,0,32,501,499
14,6,0,32,500,500
14,7,0,32,501,499
14,8,0,32,500,500
14,9,0,32,502,498
14,10,0,32,502,498
14,11,0,32,501,499
14,12,0,32,499,501
14,13,0,32,502,498
14,14,0,32,503,497
14,15,0,32,494,506
14,16,0,32,500,500
14,17,0,32,503,497
14,18,0,32,500,500
14,19,0,32,501,499
14,20,0,32,503,497
14,21,0,32,502,498
14,22,0,32,501,499
14,23,0,32,504,496
14,24,0,32,501,499
14,25,0,32,500,500
14,26,0,32,501,499
14,27,0,32,501,499
14,28,0,32,500,500
14,29,0,32,502,498
14,30,0,32,500,500
14,31,0,32,496,504
14,32,0,32,500,500
14,33,0,32,501,499
14,34,0,32,500,500
14,35,0,32,500,500
14,36,0,32,500,500
14,37,0,32,490,510
14,38,0,32,500,500
14,39,0,32,501,499
14,40,0,32,500,500
14,41,0,32,496,504
14,42,0,32,499,501
14,43,0,32,498,502
14,44,0,32,500,500
14,45,0,32,502,498
14,46,0,32,500,500
14,47,0,32,503,497
14,48,0,32,500,500
14,49,0,32,501,499
14,50,0,32,500,500
14,51,0,32,502,498
14,52,0,32,500,500
14,53,0,32,505,495
14,54,0,32,500,500
14,55,0,32,499,501
14,56,0,32,501,499
14,57,0,32,488,512
14,58,0,32,502,498
14,59,0,32,497,503
14,60,0,32,500,500
14,61,0,32,500,500
14,62,0,32,501,499
14,63,0,32,500,500
14,0,1,33,501,499
14,1,1,33,500,500
14,2,1,33,498,502
14,3,1,33,500,500
14,4,1,33,502,498
14,5,1,33,499,501
14,6,1,33,498,502
14,7,1,33,500,500
14,8,1,33,499,501
14,9,1,33,501,499
14,10,1,33,501,499
14,11,1,33,499,501
14,12,1,33,501,499
14,13,1,33,500,500
14,14,1,33,503,497
14,15,1,33,501,499
14,16,1,33,497,503
14,17,1,33,500,500
14,18,1,33,487,513
14,19,1,33,500,500
14,20,1,33,499,501
14,21,1,33,501,499
14,22,1,33,498,502
14,23,1,33,499,501
14,24,1,33,502,498
14,25,1,33,499,501
14,26,1,33,499,501
14,27,1,33,498,502
14,28,1,33,501,499
14,29,1,33,501,499
14,30,1,33,498,502
14,31,1,33,501,499
14,32,1,33,501,499
14,33,1,33,500,500
14,34,1,33,499,501
14,35,1,33,501,499
14,36,1,33,500,500
14,37,1,33,501,499
14,38,1,33,501,499
14,39,1,33,500,500
14,40,1,33,497,503
14,41,1,33,500,500
14,42,1,33,498,502
14,43,1,33,497,503
14,44,1,33,504,496
14,45,1,33,500,500
14,46,1,33,502,498
14,47,1,33,501,499
14,48,1,33,495,505
14,49,1,33,500,500
14,50,1,33,503,497
14,51,1,33,500,500
14,52,1,33,500,500
14,53,1,33,501,499
14,54,1,33,500,500
14,55,1,33,500,500
14,56,1,33,501,499
14,57,1,33,500,500
14,58,1,33,496,504
14,59,1,33,499,501
14,60,1,33,501,499
14,61,1,33,499,501
14,62,1,33,500,500
14,63,1,33,500,500
14,0,2,34,502,498
14,1,2,34,501,499
14,2,2,34,500,500
14,3,2,34,497,503
14,4,2,34,501,499
14,5,2,34,494,506
14,6,2,34,501,499
14,7,2,34,500,500
14,8,2,34,501,499
14,9,2,34,498,502
14,10,2,34,500,500
14,11,2,34,497,503
14,12,2,34,501,499
14,13,2,34,499,501
14,14,2,34,503,497
14,15,2,34,501,499
14,16,2,34,498,502
14,17,2,34,501,499
14,18,2,34,500,500
14,19,2,34,490,510
14,20,2,34,500,500
14,21,2,34,501,499
14,22,2,34,498,502
14,23,2,34,504,496
14,24,2,34,500,500
14,25,2,34,501,499
14,26,2,34,502,498
14,27,2,34,500,500
14,28,2,34,500,500
14,29,2,34,496,504
14,30,2,34,500,500
14,31,2,34,499,501
14,32,2,34,498,502
14,33,2,34,500,500
14,34,2,34,500,500
14,35,2,34,501,499
14,36,2,34,500,500
14,37,2,34,502,498
14,38,2,34,502,498
14,39,2,34,498,502
14,40,2,34,501,499
14,41,2,34,501,499
14,42,2,34,499,501
14,43,2,34,498,502
14,44,2,34,500,500
14,45,2,34,501,499
14,46,2,34,500,500
14,47,2,34,500,500
14,48,2,34,501,499
14,49,2,34,500,500
14,50,2,34,500,500
14,51,2,34,488,512
14,52,2,34,501,499
14,53,2,34,501,499
14,54,2,34,500,500
14,55,2,34,503,497
14,56,2,34,501,499
14,57,2,34,500,500
14,58,2,34,500,500
14,59,2,34,499,501
14,60,2,34,500,500
14,61,2,34,501,499
14,62,2,34,500,500
14,63,2,34,498,502
14,0,3,35,503,497
14,1,3,35,499,501
14,2,3,35,499,501
14,3,3,35,500,500
14,4,3,35,498,502
14,5,3,35,499,501
14,6,3,35,502,498
14,7,3,35,501,499
14,8,3,35,503,497
14,9,3,35,500,500
14,10,3,35,499,501
14,11,3,35,500,500
14,12,3,35,499,501
14,13,3,35,502,498
14,14,3,35,501,499
14,15,3,35,500,500
14,16,3,35,498,502
14,17,3,35,500,500
14,18,3,35,500,500
14,19,3,35,500,500
14,20,3,35,501,499
14,21,3,35,500,500
14,22,3,35,500,500
14,23,3,35,498,502
14,24,3,35,500,500
14,25,3,35,500,500
14,26,3,35,498,502
14,27,3,35,500,500
14,28,3,35,497,503
14,29,3,35,500,500
14,30,3,35,500,500
14,31,3,35,502,498
14,32,3,35,498,502
14,33,3,35,500,500
14,34,3,35,494,506
14,35,3,35,500,500
14,36,3,35,500,500
14,37,3,35,500,500
14,38,3,35,499,501
14,39,3,35,500,500
14,40,3,35,499,501
14,41,3,35,500,500
14,42,3,35,501,499
14,43,3,35,499,501
14,44,3,35,501,499
14,45,3,35,501,499
14,46,3,35,501,499
14,47,3,35,500,500
14,48,3,35,500,500
14,49,3,35,501,499
14,50,3,35,501,499
14,51,3,35,500,500
14,52,3,35,503,497
14,53,3,35,499,501
14,54,3,35,503,497
14,55,3,35,500,500
14,56,3,35,501,499
14,57,3,35,504,496
14,58,3,35,500,500
14,59,3,35,500,500
14,60,3,35,499,501
14,61,3,35,498,502
14,62,3,35,504,496
14,63,3,35,501,499
14,0,4,36,501,499
14,1,4,36,501,499
14,2,4,36,498,502
14,3,4,36,502,498
14,4,4,36,500,500
14,5,4,36,506,494
14,6,4,36,500,500
14,7,4,36,501,499
14,8,4,36,500,500
14,9,4,36,500,500
14,10,4,36,500,500
14,11,4,36,502,498
14,12,4,36,499,501
14,13,4,36,500,500
14,14,4,36,501,499
14,15,4,36,500,500
14,16,4,36,500,500
14,17,4,36,498,502
14,18,4,36,500,500
14,19,4,36,501,499
